concept_id,arabic_words,gloss,has_example,parent_id,data_source
42832,موضوع الكلام,هو المعلوم من حيث يتعلّق به إثبات العقائد الدينيّة تعلّقاً قريباً أو بعيداً وقيل هو ذات الله تعالى إذ يبحث فيه عن صفاته وأفعاله,False,293283.0,38
42834,مولى الموالات,بيانه أنّ شخصاً مجهول النسب أخذ معروف النسب ووالى معه فقال إن حصلت يدى جناية فيجب ديتها على عاقلتك وإن حصل لي مال فهو لك بعد موتي فقيل المولى هو القول ويسمّى هذا القول موالات والشخص المعروف مولى الموا,False,293252.0,38
42835,الموجب بالذات,هو الذي يجب أن يصدر عنه الفعل إن كان علّة تامّة له من غير قصد وإرادة كوجوب صدور الاشراق عن الشمس والاحراق عن النّار,False,293228.0,38
42836,مَوْصُولٌ,ما لا يتمّ جزءاً تامّا إلّا بصلة وعائد,False,293264.0,38
42837,المؤنّث اللفظّي,ما فيه علامة التأنيث لفظا نحو ضاربة و حبلى وحمراء أو تقديراً وهو التاء نحو أرض تردّها في التصغير نحو أُرَيضة,False,293283.0,38
42838,المؤنّث الحقيقّي,ما بإزائه ذَكَر من الحيوان كامرأة وناقة وغير الحقيقّي ما لم يكن كذلك بل يتعلّق بالوضع والاصطلاح كالظلمة والارض وغيرهما,False,293283.0,38
42840,مَهْمُوزٌ,ما كان في أحد أصوله همزة سواء بقيت بحالها كسأل أو قبلت كسال أو حذفت كَسَلْ,False,293283.0,38
42841,المهملات,هي الألفاظ الغير الدالّة على معنى بالوضع,False,293203.0,38
42842,مُهَايَأَةٌ,قسمة المنافع على التعاقب والتناوب,False,293253.0,38
42845,المَيْمونِيّة,هو ميمون بن عمران قالوا بالقدر فتكون الاستطاعة قبل الفعل وأنّ الله يريد الخير دون الشرّ وأطفال الكفّار في الجنّة ويروى عنهم تجويز نكاح البنات للبنين وانكروا سورة يوسف,False,293867.0,38
42846,نَامُوسٌ,وهو الشرع الذي شرعه الله,False,293203.0,38
42848,نادِرٌ,ما قلّ وجوده وإن لم يخالف القياس,False,293264.0,38
42853,النَّبهرَجة,من الدراهم ما يردّه التجار,False,293264.0,38
42854,النجباء,وهم الأربعون وهم المشغولون بحمل أثقال الخلق وهي من حيث الجملة كل حادث لا تفيء القوّة البشريّة بحمله وذلك لاختصاصهم بوفور الشفقة والرحمة الفطريّة فلا يتصرّفون إلّأ في حقّ الغير إذ لا مزيد لهم في ترقّيا,False,293867.0,38
42855,النجش,وهو أن تزيد في ثمن سلعة ولا رغبة لك في شرائها,False,293253.0,38
42856,النجاريّة,أصحاب محمد بن الحسين النجار وهم موافقون لأهل السنة في خلق الأفعال وأنّ الاستطاعة مع الفعل وأنّ العبد يكتسب فعله ويوافقون المعتزلة في نفي الصفات الوجوديّة وحدوث الكلام ونفي الرؤية,False,293867.0,38
42857,نَحْوٌ,هو علم بقوانين يعرف بها أحوال التراكيب العربيّة من الأعراب والبناء وغيرهما وقيل النحو علم يعرف به أحوال الكلم من حيث الإعلال وقيل علم بأصول يعرف بها صحيح الكلام وفساده,False,293284.0,38
42859,نَذْرٌ,إيجاب عين الفعل المباح على نفسه تعظيماً لله تعالى,False,293252.0,38
42861,نَزَاهَةٌ,وهي عبارة عن اكتساب مال من غير مهانة ولا ظلم الى الغير,False,293228.0,38
42865,النسبة الثبوتيّة,لثبوت شيء لشيء على وجه هو هو,False,293264.0,38
42866,نِسْيَانٌ,وهو الغفلة عن معلوم في غير حالة السنة فلا ينافي الوجوب أي نفس الوجوب ولا وجوب الأداء,False,293226.0,38
42867,النصّ,ما ازداد وضوحاً على الظاهر بمعنى في المتكلّم وهو سوق الكلام لأجل ذلك المعنى كما يقال أحسنوا الى فلان الذي يفرح بفرحي ويغمّ بغمّي كان نصّاً في بيان محبّته,False,293283.0,38
42868,النصّ,ما لا يحتمل إلّا معنى واحداً قيل ما لا يحتمل التأويل,False,293264.0,38
42869,النصح,إخلاص العمل عن شوائب الفساد,False,293253.0,38
42871,نُصَيْرِيَّةٌ,قالوا أنّ الله حلّ في عليّ رضي الله عنه,False,293867.0,38
42876,النظم الطبيعيّ,وهو الانتقال من موضوع المطلوب الى الحدّ الأوسط ثمّ منه الى محموله حتى يلزم منه النتيجة كما في الشكل الأوّل من الأشكال الأربعة,False,293283.0,38
42877,نِظَامِيَّةٌ,وهي أصحاب ابراهيم النظام وهو من شياطين القدريّة طالع كتب الفلاسفة وخلط كلامهم بكلام المعتزلة قالوا لا يقدر الله أن يفعل بعباده في الدنيا ما لا صلاح لهم فيه ولا يقدر أن يزيد في الآخرة أو ينقص من ثواب و,False,293867.0,38
42879,نِعْمَةٌ,هي ما قصد به الاحسان والنفع لا لغرض ولا لعوض,False,293228.0,38
42882,النفس الأمّارة,وهي التي تميل الى الطبيعة البدنيّة وتأمر باللذّات والشهوات الحِسِيّة وتَجذِب القلب الى الجهة السفليّة فهي مأوى الشُّرور ومنبع الأخلاق الذميمة,False,293264.0,38
42883,النفس اللوّامة,وهي التي تنوّرت بنور القلب قَدْر ما تَنَبَّهَت به عن سنة الغفلة كلّما صدرت عنها سيّئة بحكم جبلّتها الظلمانيّة أخذت تلوم نفسها وتنوب عنها,False,293264.0,38
42884,النفس المطمئنّة,وهي التي تمّ تنوّرها بنور القلب حتى انخلعت عن صفاتها الذميمة وتخلّقت بالأخلاق الحميدة,False,293264.0,38
42885,النفس النباتيّ,هو كمال أوّل لجسم طبيعيّ آليّ من جهة ما يتولّد ويزيد ويغتذي والمراد بالكمال ما يكمل به النوع في ذاته ويسمّى كمالاً أوّلاً كهيئة السيف للحديدة أو في صفاته ويسمّى كمالاً ثانياً كسائر ما يتبع النوع من ال,False,293227.0,38
42886,النفس الحيوانيّ,هو كمال أوّل لجسم طبيعيّ آليّ من جهة ما يدرك الجزئيّات ويتحرّك بالإرادة,False,293227.0,38
42888,النفس الناطقة,هي الجوهر المجرّد عن المادّة في ذواتها مقارنة لها في أفعالها وكذا النفوس الفلكيّة فإذا سكنت النفس تحت الأمر وزائلها الاضطراب بسبب معارضة الشهوات سمّيت مطمئنّة وإذا لم يتمّ سكونها ولكنّها صارت موافقة ل,False,293264.0,38
42892,نفس الأمر,وهو عبارة عن العلم الذاتيّ الحاوي لصور الأشياء كلّها كلّيّتها وجزئيّتها وصغيرها وكبيرها جمعاً وتفصيلاً عينيّة كانت أوعلميّة,False,293283.0,38
42893,نِفَاسٌ,هو دمّ يعقب الولد,False,293304.0,38
42895,نَفَلٌ1|نَفْلٌ,لغةً اسم لزيادة ولهذا سمّيت الغنيمة نفلاً لأنّه زيادة على ما هو المقصود من شرعيّة الجهاد وهو إعلاء كلمة الله وقهر أعدائه,False,293283.0,38
42896,نَفْلٌ,في الشرع اسم لما شُرِعَ زيادة على الفرائض والواجبات وهو المسمّى بالمندوب والمستحبّ والتطوّع,False,293283.0,38
42897,نِفَاقٌ,إظهار الايمان باللسان وكتمان الكفر بالقلب,False,293253.0,38
42901,نقيض كلّ شيء,رفع تلك القضيّة فإذا قلنا كلّ إنسان حيوان بالضرورة فنقيضها أنّه ليس كذلك,False,293283.0,38
42903,النقباء,وهم الذين تحقّقوا بالاسم الباطن فأشرفوا على بواطن الناس فاستخرجوا خفايا الضمائر لانكشاف الستائر لهم عن وجوه السرائر وهم ثلاثة أقسام نفوس علويّة وهي الحقائق الأمريّة ونفوس سلفيّة وهي الخلقيّة ونفوس وسط,False,293867.0,38
42904,نَكِرَةٌ,ما وضع لشيء لا بعينه كرجل وفرس,False,293264.0,38
42905,نِكاحٌ,هو في اللغة الضمّ والجمع,False,293253.0,38
42906,نِكاحٌ,في الشرع عقد يرد على تمليك متعة البضع قصداً وفي القيد الأخير احتراز عن البيع ونحوه لأنّ المقصود فيه تمليك الرقبة وملك المتعة داخل فيه ضمناً,False,293283.0,38
42907,نكاح السرّ,وهو أن يكون بلا تشهير,False,293283.0,38
42908,نكاح المتعة,وهو أن يقول الرجل لامرأته خذي هذه العشرة أمَتِّع بك مدة معلومة فَقَبِلَته,False,293252.0,38
42909,نُكْتَةٌ,هي مسألة لطيفة أخرجت بدقّة نظر وإمعان فكر من نكت رمحه بأرض إذا أثّر فيها وسمّيت المسألة الدقيقة نكتة لتأثير الخواطر في استنباطها,False,293203.0,38
42911,نَمَّامٌ1,هو الذي يتحدّث مع القوم فينمّ عليهم فيكشف ما يكره كشفه سواء كرهه المنقول عنه أو المنقول إليه أو الثالث وسواء كان الكشف بالعبارة أو بالإشارة أو بغيرهما,False,293264.0,38
42913,نور النور,هو الحقّ تعالى,False,293264.0,38
42915,النوع الحقيقيّ,كلّيّ مقول على واحد أو على كثيرين متّفقين بالحقائق في جواب ما هو فالكلّيّ جنس والمقول على واحد إشارة الى النوع المنحصرفي الشخص وقوله على كثيرين ليدخل النوع المتعدّد الأشخاص وقوله متّفقين بالحقائق ليخر,False,293283.0,38
42916,النوع الإضافيّ,وهي ماهيّة يقال عليها وعلى غيرها الجنس قولاً أوّلياً أي بلا واسطة كالانسان بالقياس الى الحيوان فإنّه ماهيّة يقال عليها وعلى غيرها كالفرس الجنس وهو الحيوان حتى إذا قيل ما الانسان والفرس فالجواب أنّه حي,False,293283.0,38
42919,نَهْيٌ,ضدّ الأمر وهو قول القائل لمن دونه لا تَفعل,False,293253.0,38
42921,الواجب لذاته,هو الموجود الذي يمتنع عدمه امتناعاً ليس الوجود له من غيره بل من نفس ذاته فإن كان وجوب الوجود لذاته يسمّى واجباً لذاته وإن كان لغيره يسمّى واجباً لغيره,False,293264.0,38
42922,الواجب في العمل,اسم لما لَزِمَ علينا بدليل فيه شبهة كخبر الواحد والعامّ المخصوص والآية المأوّلة كصدقة الفطر والأضحيّة,False,293283.0,38
42923,واجب الوجود,هو الذي يكون وجوده من ذاته ولا يحتاج الى شيء أصلاً,False,293264.0,38
42925,وَارِدٌ,كلّ ما يرد على القلب من المعاني الغيبيّة من غير تعمّد من العبد,False,293264.0,38
42926,الواصليّة,أصحاب أبي حذيفة واصل بن عطاء قالوا بنفي الصفات عن الله تعالى وبإسناد القدرة الى العباد,False,293867.0,38
42927,الوتد المجموع,وهو الحرفان المتحرّكان بعدهما ساكن نحو لكم وبها,False,293283.0,38
42928,الوتد المفروق,وهو حرفان متحرّكان بينهما ساكن نحو قال وكيف,False,293283.0,38
42931,الوجدانيّات,ما يكون مدركه بالحواسّ الباطنة,False,293232.0,38
42933,وُجوبٌ,عند الفقهاء عبارة عن شغل الذمّة,False,293264.0,38
42934,الوجوب الشرعيّ,وهو ما يكون تاركه مستحقّاً للذمّ والعقاب,False,293264.0,38
42935,الوجوب العقليّ,ما لَزِمَ صدوره عن الفاعل بحيث لا يتمكّن من الترك بناء على استلزامه محالاً,False,293264.0,38
42936,وجوب الأداء,عبارة عن طلب تفريغ الذمّة,False,293253.0,38
42938,وَجِيهٌ,من فيه خصال حميدة من شأنه أن يُعرَف لا يُنكَر,False,293264.0,38
42939,الوجوديّة اللاضروريّة,وهي المطلقة العامّة مع قيد اللاضروريّة بحسب الذات وهي إن كانت موجبة كقولنا كلّ إنسان ضاحك بالفعل لا بالضرورة فتركيبها من موجبة مطلقة عامّة وسالبة ممكنة عامّة أمّا الموجبة المطلقة العامّة فهي الجزء الأ,False,293264.0,38
42940,الوجوديّة اللادائمة,هي المطلقة العامّة مع قيد اللادوام بحسب الذات وهي سواء كانت موجبة أو سالبة يكون تركيبها من مطلقتين عامّتين أحديهما موجبة والأخرى سالبة لأنّ الجزء الأوّل مطلقة عامّة والجزء الثاني هو اللادوام وقد عرفت ,False,293264.0,38
42942,وَرَعٌ,هو اجتناب الشبهات خوفاً من الوقوع في المحرّمات وقيل هي ملازمة الأعمال الجميلة,False,293228.0,38
42943,وَرْقَاءُ,النفس الكلّيّة وهو اللوح المحفوظ ولوح القدر والروح المنفوخ في الصور المسوّاة بعد كمال تسويتها وهو أوّل موجود وجد عن سبب وهذا السبب هو العقل الأوّل الذي وُجِدَ لا عن سبب غير العناية والامتنان الإلهيّ ف,False,293264.0,38
42951,وَضيعَةٌ,وهي بيع بنقيضه عن الثمن الأوّل,False,293253.0,38
42952,وُضُوءٌ,من الوضاءة وهو الحسن,False,293264.0,38
42953,وُضُوءٌ,في الشرع الغسل والمسح على أعضاء مخصوصة وقيل إيصال الماء الى الأعضاء الأربعة مع النيّة,False,293215.0,38
42954,الوطن الأصلي,هو مولد الرجل والبلد الذي هو فيه,False,293120.0,38
42955,وطن الإقامة,موضع ينوي أن يستقرّ فيه خمسة عشر يوماً أو أكثر من غير أن يتّخذه مسكناً,False,293300.0,38
42958,وَقْفٌ2,في اللغة الحبس,False,293253.0,38
42959,وَقْفٌ2,في الشرع حبس العين على ملك الواقف والتصدّق بالمنفعة عند أبي حنيفة فيجوز رجوعه وعندهما حبس العين عن التمليك مع التصدّق بمنفعتها فتكون العين زائلة الى ملك الله تعالى من وجه والوقف في القراءة قطع الكلمة ,False,293253.0,38
42960,الوقف في العروض,إسكان الحرف السابع المتحرّك كإسكان تاء مفعولاتن ليبقى مفعولان ويسمّى موقوفاً,False,293283.0,38
42961,وَقْصٌ,وهو حذف التاء من متفاعلن فينقل الى مفاعلن ويسمّى أوْقَص,False,293253.0,38
42968,وَلَايَةٌ|وِلَايَةٌ,من الولي وهو القرب فهي قرابة حكميّة حاصلة من العتق أو من الموالات,False,293252.0,38
42969,وَلَايَةٌ|وِلَايَةٌ,هي قيام العبد بالحقّ عند الفناء عن نفسه والولاية,False,293253.0,38
42970,وَلَايَةٌ|وِلَايَةٌ,في الشرع تنفيذ القول على الغير شاء الغَيْر أو أبَى,False,293215.0,38
42975,الوهميّات,هي قضايا كاذبة يحكم بها الوهم في أمور غير محسوسة كالحكم بأنّ ما وراء العالم فضاء لا يتناهى والقياس المركّب منها يسمّى سفسطة,False,293284.0,38
42976,هِبَةٌ,في اللغة التبرّع,False,293253.0,38
42977,هِبَةٌ,في الشرع تمليك العين بلا عوض,False,293253.0,38
42981,الهدى,هو ما ينقل للذبح من النعم الى الحرم,False,293264.0,38
42983,الهُذَيلِيّة,أصحاب أبي الهُذَيْل شيخ المعتزلة قالوا بفناء مقدورات الله تعالى وأنّ أهل الخلد ينقطع حركاتهم ويصيرون الى خمود وسكون,False,293867.0,38
42985,الهِشاميّة,وهو هشام بن عمرو الغُوطيّ قالوا الجنّة لم تخلقا بَعدُ وقالوا لا دلالة في القرآن على حلال وحرام لم تنعقد مع لاختلاف,False,293867.0,38
42987,هِمَّةٌ,توجّه القلب وقصده بجميع قواه الروحانيّة الى جانب الحقّ لحصول الكمال له أو لغيره,False,293228.0,38
42990,الهُوِيّة السارية في جميع الموجودات,ما إذا أخذ الوجود لا بشرط شيء ولا بشرط لا شيء,False,293283.0,38
42991,هُوَ1,الغيب الذي لا يصحّ شهوده للغير كغيب الهويّة عنه كنهاً باللاتعيّن وهو أبطن البواطن,False,293264.0,38
42992,الهَيْبة والأنس,وهما حالتان فوق القبض والبسط أنّ القبض والبسط فوق الخوف والرجاء فالهيبة مقتضى الغيبة والأُنس مقتضاها الصحو والأناقة,False,293226.0,38
42994,هَيُولِيٌّ,في الاصطلاح هي جوهر في الجسم قابل لما يعرض لذلك الجسم من الاتّصال والانفصال محلّ للصورتين الجسميّة والنوعيّة,False,293201.0,38
42995,الياقوتة الحمراء,هي النفس الكلّيّة لامتزاج نوريّتها بظلمة التعلّق بالجسم بخلاف العقل المفارق المعتبر بالدرّة البيضاء,False,293264.0,38
42996,يُبُوسَةٌ,كيفيّة تقتضي صعوبة التشكّل والتفرّق والاتّصال,False,293227.0,38
42997,يَتيمٌ,هو المنفرد عن الأب لأنّ نفقته عليه لا على الأم وفي البهائم اليتيم هو المنفرد عن الأمّ لأنّ اللبن والأطعمة منها,False,293264.0,38
42998,اليدان,هما اسماء الله تعالى المتقابلة كالفاعليّة والقابليّة ولهذا وبّخ إبليس بقوله تعالى ما منعك أن تسجد لما خَلَقْتُ بيديّ ولمّا كانت الحضرة الاسمائيّة مجمع الحضرتين الوجوب والامكان قال بعضهم أنّ اليدين هما,False,293264.0,38
42999,اليزيديّة,أصحاب يزيد بن أنيسة زادوا على الإباضيّة أن قالوا سيبعث نبيّ من العجم بكتاب سيكتب في السماء وينزل عليه جملة واحدة ويترك شريعة محمّد صلى الله عليه وسلم الى ملّة الصابئة المذكورة في القرآن وقالوا أصحاب ا,False,293867.0,38
43005,اليمين الغَموس,هو الحلف على فعل أو ترك ماضٍ كاذباً,False,293252.0,38
43006,اليمين اللّغو,ما يحلف ظانّاً أنّه كذا وهو خلافه الشافعي رحمه الله ما لا يعقُدُ الرجل قلبه عليه كقوله لا والله بلى بالله,False,293283.0,38
43007,اليمين المُنعَقِدة,الحِلْف على فعل أو ترك آتٍ,False,293252.0,38
43008,يمين الصبر,هي التي يكون الرجل فيها متعمّداً الكذب قاصداً لإذهاب مال مُسَلّم سمّيت به لصبر صاحبه على الاقدام عليها مع وجود الزواجر من قلبه,False,293283.0,38
43010,اليونُسِيّة,وهو يونس بن عبدالرحمن قالوا الله تعالى على العرش تحمله الملائكة,False,293867.0,38
45862,قُدٌّ,سمكٌ بحريٌّ ضخمٌ من فصيلة الحوت يؤْكل لحمه ، ويؤخذ من كبده زيت يتدأوى به لاحتوائه على بعض الفيتامينات,True,,43
45898,تَنازُعٌ,خِلاف وتخاصم بين اثنين أو اكثر على أمرٍ ما,True,,43
45983,مُحْتَقَرٌ|مُنْكَسِرٌ|مُسْتَضْعَفٌ|مُهَانٌ|خَاضِعٌ|خَاضِعَةٌ|حَقِيرٌ|صَاغِرٌ|وَاهِنٌ|وَاهٍ|مَقْهُورٌ|عَاجِزٌ|ذَليلٌ|خَنوعٌ|مَهِينٌ|مَغْلُوبٌ,حالة يكون فيها الشخصضعيفاً فاقداً لكرامة العيش والنفس ذو شأن قليل بفعل شخص آخرأو ظرف صعب يوقعه في تلك الحالة.,True,,43
45984,مُتَوَانٍ|الْمُتَوَانِي|مُتَقَاعِسٌ|كَسْلَانُ|كَسْلَانٌ|كَسِلٌ|خامِلٌ|بَلِيدٌ|مُتَخَاذِلٌ|كَسُولٌ,صفة من تثاقل عن عمل أو واجب أو نحوهما قصدا وفتر فيه,True,,43
46016,مُحْتَقَرٌ|مُنْكَسِرٌ|مُسْتَضْعَفٌ|مُهَانٌ|خَاضِعٌ|خَاضِعَةٌ|حَقِيرٌ|صَاغِرٌ|وَاهِنٌ|وَاهٍ|مَقْهُورٌ|عَاجِزٌ|ذَليلٌ|خَنوعٌ|مَهِينٌ|مَغْلُوبٌ,حالة يكون فيها الشخصضعيفاً فاقداً لكرامة العيش والنفس ذو شأن قليل بفعل شخص آخرأو ظرف صعب يوقعه في تلك الحالة.,True,,43
46078,قَاحِلٌ|مَاحِلٌ|مُمْحِلٌ|قَاحِطٌ|مُجْدِبٌ|يَابِسٌ|قَحْلٌ|قَحِطٌ|قَفْرٌ|عَقيمٌ|أَجْدَبُ|جَدِيبٌ|أَجْرَدُ|عَاقِرٌ,صفة لمكان خالي من كل ما هو نافع,True,,43
46096,عَضُوضٌ|بَائِقَةٌ|دَرْدَبِيسٌ,الداهية التي تقع على المرء فتحيل حياته من الهناء إلى المشقة وهي تحمل ما يشق ويصعب على النفس من ا الأحداث.,True,,43
46402,دَيْسَمٌ|ثَعْلَبٌ,آكل لحوم من فصيلة من فصائل الكلبيّات القارتة أكلة للحوم والنباتاتصغيرة الحجم ولها الخطم الدقيق والذيل الكثّ الكثيف والأذنين الصغيرتان العموديتان بشكل واضح و تمتاز بذكائها الحاد ومكرها,True,,43
46444,دُهْمَةٌ|سَوَادٌ|فُحُومَةٌ|دُجْنَةٌ|دُجُنَّةٌ|دُعْجَةٌ,حصول زياد في شدة اللون لموجود ما بحيث يصبح قاتماً كالليل,True,,43
46457,مُوَرِّقٌ|مُخَضَّرٌ|خَضِيِرٌ|نَضِيرٌ|غَضٌّ|أَخْضَرُ1|خُضْرَةٌ,ما كان له لون أخضر,True,,43
46460,مُرَقَّطٌ|مُرَقَّشٌ|مُبَقَّعٌ|مُنَقَّطٌ|مُبَرْقَشٌ|أَبْرَشٌ|أَرْقَطُ|أَرْقَشُ|أَبْقَعُ,واقعة وجود مساحة صغيرة جدا من الجلد يختلف لونها عن لون الجلد الأصلي وتنتشر هذه المساحات على الجسم بشكل عشوائي .,True,,43
46505,مُتَعَظِّمٌ|تَيَّاهٌ|نَفَّاجٌ|مُتَبَجِّحٌ|مُتَجَبِّرٌ|مُخْتَالٌ|مُتَبَاهٍ|مَزْهُوٌّ|مُتَعَاظِمٌ|مُتَعَجْرِفٌ|مُتَرَفِّعٌ|مُتَغَطْرِسٌ|مُفْتَخِر ٌ|مُفَاخِرٌ|مُسْتَكْبِرٌ|غِطْرِسٌ|غِطْرِيسٌ|مُنْتَفِخٌ|مُنْتَفِخَةٌ|مُتَكَبِّرٌ|مَغْرُورٌ,صفة من يرى رفعة وأفضلية لنفسه على من سواه من الناس فيظهر في قوله وفعله بصورة غير مستحبة أو مقبولة دينيا ومجتمعيا,True,,43
46535,نَازِلَةٌ|نَوْبٌ,الأمور التي تقع على المرء مما يكره ويشق على نفسه احتماله.,True,,43
46588,اِغْتَذى|اِقْتاتَ|اِقْتاتَ ب|أَكَلَ1,وضع الطَعَام في فمه ثم مضغة ثم بلعه، تناول الطعام,True,,43
46634,غِوَايَةٌ|غَيٌّ|بَاطِلٌ|زَيْغٌ|ضَلَالٌ|ضَلَالَةٌ|جَهَالَةٌ,الميل عن الطريق المستقيم وفعل ما هو غير صالح,True,,43
46728,هَبَاءٌ|سُدَىً,وصف للشيء عديم الفائدة الذي لا ناتج يرتجى منه,True,,43
46746,سَاكِتٌ|صَامِتٌ|أَعْجَمٌ|صَمُوتٌ|أَبْهَمُ|أَخْرَسُ|سَكُوتٌ,حالة الشخص إذا فقد القدرة على الكلام بشكل نهائي لعلة في أوتاره الصوتية أو غير ذلك,True,,43
46766,مُشْرِقٌ|مُتَهَلِّلٌ|مُبْتَسِمٌ|طَلْقٌ3|بَاسِمٌ|بَشُوشٌ|ضَاحِكٌ|ضَحُوكٌ|مَشْرِقٌ,من ترتسم الابتسامة والفرح على وجهه,True,,43
46767,مُشْرِقٌ|مُتَهَلِّلٌ|مُبْتَسِمٌ|طَلْقٌ3|بَاسِمٌ|بَشُوشٌ|ضَاحِكٌ|ضَحُوكٌ|مَشْرِقٌ,من ترتسم الابتسامة والفرح على وجهه,True,,43
46788,إِثمَارٌ|تَسْمِيدٌ|إِكْثارٌ|إِغْنَاءٌ|تَثْمِيرٌ|تَلْقِيحٌ|إِخْصَابٌ|تَخْصِيبٌ,مصدر لفعل زيادة إنتاج النبات للثمار,True,,43
46794,زَنْج|زِنْج|دَرْءٌ,الدفع أو الجانب من الشيء,True,,43
46837,أَجْوَدُ|أَكْرَمُ,اسم تفضيل بمعنى أن الشخص يعطي من رزقه للآخرين أكثر من غيره,True,,43
46843,خِلال3|أَثْنَاءٌ|إِبَّانٌ,في لحظة حدوثِ أمرٍ ما,True,,43
46846,اِتَّسَمَ ب|اِتَّصَفَ ب|اِخْتَصَّ ب|امْتَازَ ب|تَمَيَّزَ ب|تَحَلَّى ب,فعل بمعنى امتلاك شخص لصفة معينة,True,,43
46850,خَيْسٌ|خَلْقٌ1|رَهَقٌ,الكذب وافتراء الباطل,True,,43
46881,اِقْتِصَارٌ|تَلْخِيصٌ|اِقْتِضَابٌ|تَقْلِيصٌ|اِخْتِصَارٌ|اِخْتِزَالٌ|إِيجَازٌ,عملية ينتج عنها تضمين القول القليل المعنى الكثير,True,,43
46902,مُلْتَبَسٌ|مُعْضِلٌ|مُلْتَبِسٌ|مُلْتَبِسَةٌ|مُرْبِكٌ|مُعْجِزٌ|مُعَقَّدٌ|مُعَقَّدَةٌ|غَريبٌ|غامِضٌ|عَوِيصٌ|مُبْهَمٌ|مُشْكِلٌ|مُلْغَزٌ,صفة لما يصعب ويشكل فهمه وتفسيره,True,,43
46917,مَخْدَعٌ|مِخْدَعٌ,غرفة مخصصة للنوم وكل ما يتعلق به,True,,43
46970,تَجَهُّمٌ|اِكْفِهْرَارٌ|قُطُوبٌ|اِنْقِبَاضٌ|جُهُومَةٌ|عُبُوسٌ|عَبُوسٌ,إيمائات شكلية وتعابير في الوجه المنعكسة عن حالة نفسية أو ذهنية تصيب الشخص و تعبر عن استيائه وقلقه من شيء ما ويظهر ذلك بشكل جلي للآخرين,True,,43
46976,مُمْعِنٌ|مُبَالِغٌ|مُتَطَاوِلٌ|مُتَمَادٍ,صفة للشخص زاد في الشيء وأطال في فعله وبالغ,True,,43
46981,مُتَمَوِّرٌ|مَائِجٌ|جَائِشٌ|مُنْدَفِعٌ,صفة الشيء المتحرك بقوة دون توقف,True,,43
46986,يُسْتَحْسَنُ|يَنْبَغِي|يَلِيقُ|يَلْزَمُ|يَجِبُ|يَجْدُرُ|يَحْسُن,وجوده مطلوب وواجب من أجل شيء حدوث أمر معين,True,,43
46987,أَنْسَبُ|أَجْدَرُ|أَخْلَقُ|أَلْيَقُ|أَفْضَلُ|أَوْلَى2|أَحْرَى2,وصف كون الشيء موافقا لمكان معين أكثر من غيره,True,,43
46996,بَادِئٌ,لحظة البداية أو نقطة الصفر لعمل شيء ما,True,,43
47000,مُبْغِضٌ|مُبْغَضٌ|شَانِئٌ|كارِهٌ,صفة مجردة للشخص إذا كان شديد النفور تجاه شيء ما مع عدم القدرة على تحمله.,True,,43
47011,مَحَاسِنُ|مَكْرَمٌ|مُفَاخِرٌ|مَنَاقِبُ|مَآثِرُ|مَسَاعٍ,خاصية مجردة تدل على درجة رفيعة من الأخلاق في الخلق الحسن والحميد,True,,43
47014,شَكِسَ|شاكَسَ|عَتا1|عَصَى|عَانَدَ|شَرِسَ|مَرَدَ|مَرَدَ على,أتى بالأفعال المثيرة للإزعاج والنفور,True,,43
47016,سَاهِدٌ|سَاهِرٌ|سَهْرانُ|هَاجِدٌ,حالة الشخص إذا جفت عيناه النوم ليلاً بسبب القلق,True,,43
47027,ظَافِرٌ|مُنْتَصِرٌ|مُفْلِحٌ|رَابِحٌ|فَالِحٌ|كَاسِبٌ|كَاسِبةٌ|نَاجِحٌ|قَاهِرٌ|غالِبٌ|فَائِزٌ,صفة لشخص يغلَب المُعانِدين بما يقيمه عليهم من الآيات الدّالّة فيغلبهم ويبوئوا بخيبتهم,True,,43
47053,غَاصّ|مُتْرَعٌ|مُفْعَمٌ|طَافِحٌ|مُبَطَّنٌ|مَمْلُوءٌ|مُعَبَّأٌ|مَشْحُونٌ|مُزْدَحِمٌ|مُكْتَظٌّ|مَحْشُوٌّ|مَلِيءٌ|مُمْتَلِئٌ|مَلْآنٌ|زَاخِرٌ,حَوى شَيئاً إلى الحدّ الذي يتَّسِع له فلم يبقى فيه مكاناً شاغراً,True,,43
47062,فَاتِنَةٌ|حَسْنَاءُ|غَانِيَةٌ|قَسِيمَةٌ,صفة للمرأة ذات الخلقة والهيئة الفاتنة يستحب النظر إليها,True,,43
47093,أَسْقَمَ|أَمْرَضَ|أَعَلَّ,تسبب في إصابة كائن حي وإعيائه,True,,43
47098,مالِحٌ|حُرَاقٌ|أُجَاجٌ,صفة الطعام غير العذب شديد الملوحة,True,,43
47104,ضَاغِنٌ|شَاحِنٌ|حَاقِدٌ|حَقُودٌ|ضَغِنٌ|نَغِلٌ|أَحِنٌ,صفة الشخص الذي يكن العداء والبغض ومشاعر الكره في تجاه شيء ما,True,,43
47105,مُشْرِقٌ|مُتَهَلِّلٌ|مُبْتَسِمٌ|طَلْقٌ3|بَاسِمٌ|بَشُوشٌ|ضَاحِكٌ,صفة الشخص الذي انفرجت شفتاه عن ثناياه ضاحكًا دون صوت,True,,43
